,Unnamed: 0,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
2252,2252,4784,25813,61,16,97,0,8,205
2253,2253,5037,69513,68,28,23,1,9,326
2254,2254,7457,43406,187,6,49,0,1,897
2255,2255,2498,76792,62,12,27,0,1,297
2256,2256,10876,71255,138,28,16,0,4,138
2257,2257,3683,29565,101,19,16,0,1,564
2258,2258,4482,62977,115,34,40,0,1,552
2259,2259,5090,25226,71,13,97,1,4,340
2260,2260,8708,30090,73,10,3,0,2,329
2261,2261,2802,34628,71,21,31,0,1,132
2262,2262,13530,75037,85,5,27,2,2,180
2263,2263,4151,68830,125,23,64,0,1,900
2264,2264,8703,61897,72,7,79,0,2,3
2265,2265,15362,48115,192,13,67,0,5,1382
2266,2266,6057,27681,83,13,62,0,9,398
2267,2267,2518,39317,64,22,46,0,1,77
2268,2268,8548,53055,112,30,30,2,3,537
2269,2269,4383,62177,123,14,97,0,1,1480
2270,2270,9057,91025,112,26,37,0,9,327
2271,2271,3546,91825,103,11,92,0,1,621
2272,2272,4810,24711,122,31,93,0,1,259
2273,2273,5639,73168,70,21,50,0,3,425
2274,2274,8827,23946,123,35,38,1,3,1088
2275,2275,5638,20920,74,19,14,0,4,14
2276,2276,7583,81568,186,0,73,0,1,737
2277,2277,5107,35625,65,10,56,1,3,288
2278,2278,5380,87520,73,11,95,0,3,350
2279,2279,5133,38795,65,23,64,0,3,98
2280,2280,4651,98475,115,8,22,0,1,552
2281,2281,12741,73054,106,34,36,1,2,419
2282,2282,5015,48567,130,12,15,0,1,624
2283,2283,20096,92766,71,17,15,0,2,379
2284,2284,8058,25595,101,5,86,0,9,484
2285,2285,11228,72445,64,1,63,0,2,772
2286,2286,3861,93272,95,3,54,0,1,281
2287,2287,2537,92401,64,30,37,0,1,50
2288,2288,28432,17130,198,1,58,0,2,950
2289,2289,4359,38119,64,17,84,0,9,307
2290,2290,2274,29161,63,2,5,0,1,606
2291,2291,4005,28987,102,8,98,0,1,245
2292,2292,5316,28559,66,5,1,0,5,427
2293,2293,4755,23975,128,8,39,0,1,614
2294,2294,4157,79449,110,4,61,0,1,528
2295,2295,5555,51705,139,26,79,0,1,545
2296,2296,8744,61706,110,6,71,0,7,223
2297,2297,2895,46267,72,4,73,0,1,231
2298,2298,16553,98912,135,18,92,0,2,714
2299,2299,4715,63906,126,13,91,0,1,694
2300,2300,18042,35704,225,21,35,0,8,358
2301,2301,13258,20754,184,19,15,0,7,1324
2302,2302,5377,34528,69,22,0,2,7,183
2303,2303,14651,74915,122,13,17,0,2,393
2304,2304,4960,21638,65,9,81,0,8,468
2305,2305,4756,56146,119,0,91,0,1,401
2306,2306,2864,91368,71,13,95,0,1,395
2307,2307,5659,52389,72,29,8,1,9,345
2308,2308,8510,26032,109,18,25,0,3,638
2309,2309,2453,29735,69,3,92,0,1,331
2310,2310,3362,22853,87,16,89,0,1,316
2311,2311,4335,30574,114,19,10,1,1,396
2312,2312,3561,48211,105,3,30,0,1,504
2313,2313,5935,90263,74,17,36,0,8,355
2314,2314,11638,25370,102,10,77,0,2,489
2315,2315,14628,63936,189,4,29,0,5,765
2316,2316,7496,61091,95,16,64,0,8,409
2317,2317,6393,82733,66,4,6,2,2,316
2318,2318,4031,16394,63,2,59,0,3,639
2319,2319,5284,37640,67,25,74,0,4,174
2320,2320,6698,21114,180,7,59,0,1,864
2321,2321,2698,88867,69,6,2,1,1,331
2322,2322,5682,36938,70,32,31,0,3,244
2323,2323,5008,39703,73,13,0,0,8,350
2324,2324,2851,55274,71,14,35,0,1,484
2325,2325,4904,12902,139,3,51,0,1,667
2326,2326,3508,20978,98,19,96,1,1,1176
2327,2327,2725,39161,71,8,84,3,1,340
2328,2328,3193,52653,81,16,42,0,1,230
2329,2329,2989,79867,74,25,76,1,1,78
2330,2330,4980,53265,62,12,27,0,3,238
2331,2331,4774,30227,73,1,31,0,3,525
2332,2332,7758,96162,97,9,91,0,4,376
2333,2333,8189,72191,68,19,48,0,2,209
2334,2334,4270,16051,122,27,2,0,1,725
2335,2335,2429,26736,63,6,64,0,1,367
2336,2336,2489,75474,62,12,7,0,1,297
2337,2337,10808,31063,92,20,19,0,2,441
2338,2338,4836,14982,140,15,87,0,1,672
2339,2339,12487,31283,104,18,3,0,2,499
2340,2340,8901,76558,74,2,45,0,2,216
2341,2341,8409,53986,70,22,37,1,2,127
2342,2342,13727,14053,126,12,4,0,2,604
2343,2343,6652,34886,84,3,40,0,5,403
2344,2344,3509,51800,92,29,12,0,1,299
2345,2345,5010,64014,63,26,27,0,7,295
2346,2346,7442,57517,96,14,61,0,8,460
2347,2347,15656,71731,130,12,50,0,2,599
2348,2348,2485,86308,70,24,58,0,1,504
2349,2349,8972,89689,74,14,4,0,2,136
2350,2350,5619,53108,153,25,5,0,1,1027
2351,2351,25581,27961,72,5,64,0,2,345
2352,2352,5451,55898,69,35,87,0,6,441
2353,2353,6333,71737,79,7,79,0,4,338
2354,2354,6993,29201,65,29,35,2,2,468
2355,2355,8696,56550,73,22,41,3,2,162
2356,2356,8531,98677,105,3,40,0,9,108
2357,2357,8311,21962,72,22,79,0,2,311
2358,2358,5366,83353,70,5,29,0,4,223
2359,2359,8901,73754,136,14,69,1,8,1090
2360,2360,2530,89451,63,4,2,0,1,61
2361,2361,4671,57212,66,7,66,0,9,475
2362,2362,8263,12799,79,11,45,1,2,46
2363,2363,3142,43285,83,35,77,0,1,265
2364,2364,4786,45515,61,14,33,0,9,236
2365,2365,13561,29095,91,29,47,1,2,280
2366,2366,3798,87192,107,34,70,1,1,1261
2367,2367,9538,73083,85,7,6,0,2,58
2368,2368,7894,21723,104,31,6,0,8,748
2369,2369,2860,51159,72,4,61,0,1,4
2370,2370,4506,15462,115,34,18,0,1,611
2371,2371,2150,95193,63,8,83,0,1,453
2372,2372,2413,27501,63,20,0,0,1,542
2373,2373,2556,23867,65,6,99,0,1,312
2374,2374,7613,25944,70,20,34,0,2,336
2375,2375,4897,24383,69,4,78,2,4,331
2376,2376,5331,60986,67,30,32,0,5,417
2377,2377,11905,20040,115,19,39,0,2,840
2378,2378,9118,56446,114,2,8,0,3,547
2379,2379,10899,58518,136,17,9,0,3,323
2380,2380,15641,32370,130,31,84,0,2,487
2381,2381,2481,77993,62,26,10,0,1,297
2382,2382,7919,90654,70,13,18,0,2,336
2383,2383,4506,14985,116,12,45,0,1,571
2384,2384,16301,19614,85,21,32,0,2,574
2385,2385,19957,13792,187,1,7,0,2,1346
2386,2386,7462,70263,93,30,66,0,5,7
2387,2387,4742,78596,118,1,70,0,1,133
2388,2388,5107,35625,65,10,56,1,3,288
2389,2389,10382,11721,102,2,56,2,2,560
2390,2390,5528,16042,73,33,58,0,9,350
2391,2391,2503,53338,63,24,35,1,1,35
2392,2392,12904,27778,109,34,14,0,2,523
2393,2393,11681,70930,99,2,21,0,2,190
2394,2394,6005,13528,86,21,35,0,3,412
2395,2395,5018,54500,63,28,17,0,6,302
2396,2396,9404,51593,80,5,91,2,2,202
2397,2397,4754,85629,136,5,46,0,1,652
2398,2398,6915,96610,85,6,23,0,3,520
2399,2399,9294,21370,77,1,35,0,2,105
2400,2400,3871,33142,111,10,75,0,1,799
2401,2401,2938,96765,72,14,61,0,1,216
2402,2402,7545,20792,106,19,67,1,3,631
2403,2403,2425,97888,67,3,42,1,1,426
2404,2404,19483,74300,122,23,38,0,2,354
2405,2405,14333,41459,71,8,4,0,2,340
2406,2406,27382,45473,76,10,29,0,2,188
2407,2407,4365,23566,112,3,43,0,1,537
2408,2408,7659,95701,98,24,8,3,3,99
2409,2409,5386,33716,68,18,67,1,3,349
2410,2410,2089,56049,63,30,6,1,1,453
2411,2411,5241,48345,67,7,1,0,7,212
2412,2412,7623,69900,64,23,68,0,2,33
2413,2413,4533,91967,113,34,74,0,1,156
2414,2414,2722,17576,71,29,70,0,1,398
2415,2415,5054,22241,63,1,1,0,6,343
2416,2416,25464,13663,97,1,66,0,2,465
2417,2417,8257,23815,73,4,47,0,2,424
2418,2418,5923,92163,73,3,79,0,6,66
2419,2419,4882,19715,66,25,11,4,5,475
2420,2420,12846,93210,107,6,9,2,2,513
2421,2421,5414,57452,136,25,10,1,1,652
2422,2422,8329,30865,104,33,31,0,7,21
2423,2423,7430,61568,93,3,36,0,3,240
2424,2424,3713,93308,92,20,56,0,1,441
2425,2425,8798,24550,111,12,6,0,9,536
2426,2426,16728,17351,237,1,29,0,5,1706
2427,2427,2326,28776,62,26,98,0,1,624
2428,2428,2577,74215,64,27,41,0,1,345
2429,2429,6624,55135,62,27,53,0,2,297
2430,2430,5290,27179,66,8,91,0,9,344
2431,2431,11692,40548,98,7,57,0,2,470
2432,2432,4517,25261,118,31,9,0,1,566
2433,2433,13931,37695,118,11,62,0,2,352
2434,2434,15306,83868,189,30,91,0,7,134
2435,2435,7724,32051,193,4,40,1,1,926
2436,2436,4505,67801,115,12,45,1,1,23
2437,2437,14349,73222,180,24,43,0,3,821
2438,2438,4611,82664,61,4,15,0,7,292
2439,2439,2592,72421,65,8,23,0,1,312
2440,2440,2762,72335,69,23,35,0,1,331
2441,2441,4909,98693,61,7,57,0,3,292
2442,2442,8382,19683,117,17,41,1,9,561
2443,2443,7291,84629,90,19,17,0,5,411
2444,2444,21740,30095,136,0,94,0,2,652
2445,2445,13268,32762,112,26,74,0,2,326
2446,2446,24980,88440,70,19,30,0,2,27
2447,2447,4267,43682,107,12,73,0,1,148
2448,2448,6990,22568,88,31,63,0,6,422
2449,2449,5917,77231,169,31,77,0,1,1207
2450,2450,3677,31349,93,10,32,0,1,446
2451,2451,8269,20225,114,27,64,1,6,547
2452,2452,11763,28806,99,35,75,0,2,475
2453,2453,2652,79407,73,2,35,0,1,490
2454,2454,8556,52440,109,27,58,0,3,371
2455,2455,8776,28360,73,8,65,0,2,863
2456,2456,4233,95647,106,11,30,0,1,508
2457,2457,3020,78561,74,20,50,0,1,355
2458,2458,8543,99180,106,15,20,0,3,33
2459,2459,11042,96176,64,14,91,0,2,415
2460,2460,5367,97742,67,33,57,0,5,67
2461,2461,8901,46814,113,7,19,0,3,542
2462,2462,3489,72213,98,29,37,0,1,705
2463,2463,5626,46897,70,16,47,0,3,344
2464,2464,31758,44207,99,23,57,0,2,407
2465,2465,2657,25188,71,22,25,0,1,340
2466,2466,4428,58577,110,6,62,0,1,303
2467,2467,15808,86347,130,17,93,0,2,593
2468,2468,20766,96823,73,9,28,2,2,350
2469,2469,8255,54040,103,14,88,0,4,59
2470,2470,8104,16758,117,24,8,1,6,842
2471,2471,34611,20090,109,10,59,0,2,523
2472,2472,5258,37874,65,30,65,0,8,41
2473,2473,19069,60560,102,29,72,2,2,734
2474,2474,4425,63597,114,10,31,2,1,183
2475,2475,5926,58733,74,26,42,0,9,355
2476,2476,5004,25486,65,15,53,0,3,72
2477,2477,2452,52785,61,2,90,0,1,45
2478,2478,9710,33190,123,1,95,0,4,40
2479,2479,7732,34430,65,6,15,0,2,184
2480,2480,5638,20920,74,19,14,0,4,14
2481,2481,9560,19429,122,18,21,0,9,683
2482,2482,26113,80409,74,28,72,0,2,262
2483,2483,12948,30763,111,0,19,0,2,1072
2484,2484,6689,56980,84,33,70,0,7,599
2485,2485,4637,10173,68,18,81,0,3,352
2486,2486,4929,25632,63,27,52,0,7,351
2487,2487,9103,65733,113,13,6,0,3,684
2488,2488,5243,96535,66,11,85,0,3,271
2489,2489,12421,58781,106,31,37,0,2,502
2490,2490,5639,73168,70,21,50,0,3,425
2491,2491,4049,62864,104,20,14,0,1,171
2492,2492,4631,78152,114,18,35,0,1,547
2493,2493,23990,69781,119,25,49,0,2,849
2494,2494,7086,78924,196,10,38,0,1,1644
2495,2495,3600,25147,101,7,54,0,1,694
2496,2496,12321,26887,113,32,67,0,2,542
2497,2497,7019,26806,63,32,19,0,2,302
2498,2498,4330,60475,107,9,18,0,1,513
2499,2499,7614,27293,96,20,55,0,6,469
2500,2500,8662,23910,117,0,65,0,4,511
2501,2501,6676,56875,84,0,70,0,6,145
2502,2502,4196,18052,111,5,71,0,1,699
2503,2503,2674,56342,69,12,89,0,1,331
2504,2504,7221,33811,184,17,59,0,1,587
2505,2505,3837,36794,99,0,75,0,1,712
2506,2506,3587,16049,93,3,8,0,1,446
2507,2507,8283,71034,103,26,15,0,3,494
2508,2508,5108,26784,67,14,82,0,8,482
2509,2509,4349,75648,108,28,10,0,1,112
2510,2510,14428,75772,68,2,82,0,2,326
2511,2511,7521,56820,104,13,20,0,3,499
2512,2512,32269,41520,90,18,70,0,2,289
2513,2513,5627,61486,70,2,65,0,3,334
2514,2514,5295,75429,74,19,71,0,3,532
2515,2515,5678,67068,76,8,44,0,3,364
2516,2516,3230,62873,81,0,41,0,1,207
2517,2517,7805,21073,106,25,54,1,3,508
2518,2518,7907,24666,101,32,51,0,3,151
2519,2519,3455,55740,91,16,63,0,1,681
2520,2520,2398,40239,65,26,97,0,1,422
2521,2521,19339,22582,61,0,74,0,2,292
2522,2522,17497,86714,73,9,94,0,2,350
2523,2523,3056,78310,76,4,24,0,1,364
2524,2524,7699,23577,68,1,67,0,2,91
2525,2525,3491,29673,92,21,49,2,1,328
2526,2526,2410,16258,64,13,84,0,1,307
2527,2527,58166,61321,186,0,30,1,2,427
2528,2528,9080,68073,114,16,63,0,8,547
2529,2529,19174,74028,118,10,16,0,2,53
2530,2530,7824,32823,100,1,36,0,8,480
2531,2531,2117,66967,64,0,78,0,1,426
2532,2532,3580,75333,90,15,44,1,1,289
2533,2533,5233,69231,65,19,7,0,9,193
2534,2534,5079,83288,124,18,70,0,1,353
2535,2535,5059,67371,63,27,14,0,3,86
2536,2536,4531,54162,119,30,95,0,1,571
2537,2537,4372,20354,116,23,0,0,1,556
2538,2538,4547,29031,61,7,19,2,3,292
2539,2539,4145,25943,110,26,83,0,1,1067
2540,2540,5623,77912,71,2,21,1,3,23
2541,2541,2230,29182,62,9,49,0,1,325
2542,2542,4554,90156,114,16,6,0,1,388
2543,2543,2799,78127,69,5,6,0,1,136
2544,2544,37150,17774,108,0,64,0,2,116
2545,2545,5481,70795,68,10,95,0,4,177
2546,2546,2403,24248,70,33,82,3,1,336
2547,2547,2545,71868,65,6,61,0,1,312
2548,2548,2754,79507,70,7,17,3,1,442
2549,2549,4462,49183,73,35,52,3,5,350
2550,2550,4379,40896,109,3,61,0,1,319
2551,2551,4879,14094,67,7,84,0,5,321
2552,2552,7154,28204,182,30,84,0,1,532
2553,2553,26511,28773,229,14,72,0,2,1099
2554,2554,4853,72303,65,24,53,0,3,468
2555,2555,9102,73759,114,2,25,3,6,547
2556,2556,19504,66167,72,17,55,0,2,345
2557,2557,5875,55836,73,8,87,0,7,314
2558,2558,6646,95815,82,6,95,0,3,393
2559,2559,2393,22981,69,30,8,0,1,16
2560,2560,10298,64825,129,1,78,0,4,359
2561,2561,14413,56457,73,27,68,0,2,138
2562,2562,2004,91511,66,16,35,4,1,316
2563,2563,8630,24065,111,30,1,0,5,532
2564,2564,7704,30366,101,25,13,2,3,484
2565,2565,5350,58357,137,27,76,2,1,708
2566,2566,5931,56617,74,18,24,0,3,355
2567,2567,14941,22978,190,8,53,0,4,912
2568,2568,6446,55037,80,20,88,1,8,481
2569,2569,8467,96452,122,2,73,0,5,1100
2570,2570,3697,81011,113,3,91,0,1,813
2571,2571,6271,94880,79,18,73,3,3,347
2572,2572,2551,79751,63,15,67,0,1,392
2573,2573,2643,49499,82,14,56,3,1,393
2574,2574,4025,36915,119,29,54,2,1,571
2575,2575,4606,38073,72,8,14,2,8,518
2576,2576,13466,11432,119,11,9,0,2,571
2577,2577,2588,46168,65,1,7,0,1,312
2578,2578,8275,48197,106,10,61,0,6,508
2579,2579,9934,56379,125,0,59,1,8,600
2580,2580,8701,16948,122,8,32,0,6,684
2581,2581,17429,41775,109,11,80,0,2,104
2582,2582,2734,92157,69,19,33,0,1,270
2583,2583,8264,42045,103,7,12,0,3,40
2584,2584,2853,87455,71,10,46,0,1,329
2585,2585,7756,93952,74,24,63,0,2,532
2586,2586,4657,18024,65,13,1,0,3,312
2587,2587,5860,38684,74,1,22,0,6,376
2588,2588,2637,54378,66,16,30,0,1,316
2589,2589,3847,23459,96,17,19,0,1,185
2590,2590,3810,46313,108,7,57,0,1,777
2591,2591,4734,82717,67,7,75,0,5,747
2592,2592,8178,80068,112,17,29,0,7,806
2593,2593,15994,73024,159,19,75,0,2,1410
2594,2594,5780,51066,74,23,0,0,8,787
2595,2595,6766,20046,87,15,59,0,3,417
2596,2596,7713,45506,66,16,32,2,2,316
2597,2597,8401,61192,124,15,86,0,8,595
2598,2598,3801,33043,95,15,90,0,1,456
2599,2599,5244,68131,130,22,27,0,1,226
2600,2600,3324,64146,92,13,17,0,1,441
2601,2601,2710,83879,76,11,38,0,1,547
2602,2602,11243,66146,96,2,38,0,2,250
2603,2603,2393,95958,70,24,10,0,1,425
2604,2604,6005,26876,76,17,72,0,8,364
2605,2605,10926,29418,274,23,31,0,1,1972
2606,2606,33451,85689,92,5,8,0,2,237
2607,2607,25763,78804,71,35,93,0,2,389
2608,2608,4931,59603,73,24,47,0,3,525
2609,2609,5285,40783,67,13,43,1,9,321
2610,2610,6698,21114,180,7,59,0,1,864
2611,2611,10359,84583,65,6,50,0,2,238
2612,2612,12883,34148,109,27,30,0,2,451
2613,2613,24610,72786,76,10,9,0,2,363
2614,2614,7200,25388,66,16,77,0,2,316
2615,2615,8286,40001,70,26,7,0,2,142
2616,2616,14980,16606,222,26,50,0,8,1123
2617,2617,2781,83234,74,8,13,0,1,532
2618,2618,5979,57693,76,16,56,0,3,547
2619,2619,5061,77530,68,19,16,0,8,326
2620,2620,2128,98584,65,19,54,2,1,312
2621,2621,2537,25506,65,10,16,0,1,312
2622,2622,2111,44148,74,5,75,4,1,369
2623,2623,2287,69024,61,7,32,0,1,238
2624,2624,3479,64174,104,13,29,0,1,499
2625,2625,4879,58580,61,5,53,0,3,292
2626,2626,9409,76847,118,16,52,0,3,31
2627,2627,5737,56455,73,17,5,2,8,350
2628,2628,5625,97095,70,4,8,0,5,208
2629,2629,7406,38169,62,18,82,0,2,71
2630,2630,4556,25617,63,0,3,0,3,302
2631,2631,7212,31226,97,26,25,0,3,498
2632,2632,7868,57340,67,7,19,0,2,159
2633,2633,3964,60817,103,3,79,1,1,494
2634,2634,2305,78963,62,14,81,0,1,297
2635,2635,2764,61085,70,27,34,1,1,336
2636,2636,14696,45345,125,0,73,0,2,600
2637,2637,2797,63223,71,3,72,0,1,397
2638,2638,8105,20815,110,7,35,0,9,528
2639,2639,9283,24314,235,20,60,0,1,1128
2640,2640,2141,26608,61,5,90,0,1,437
2641,2641,33473,33190,106,18,95,0,2,508
2642,2642,4737,63977,118,10,78,0,1,32
2643,2643,5926,23091,96,28,90,5,5,460
2644,2644,2637,63422,66,8,68,0,1,355
2645,2645,10629,56598,88,29,29,0,2,92
2646,2646,7426,19634,98,29,89,0,6,470
2647,2647,3155,36706,80,19,67,0,1,488
2648,2648,6265,49637,84,18,25,1,4,481
2649,2649,9824,23923,82,29,61,1,2,393
2650,2650,7164,46623,91,1,53,0,3,436
2651,2651,5764,22134,72,13,81,0,3,445
2652,2652,8509,56481,106,7,17,0,3,273
2653,2653,8564,95697,107,29,29,0,9,178
2654,2654,8635,13129,117,15,93,0,6,700
2655,2655,4424,37800,112,0,77,0,1,662
2656,2656,5789,75845,72,2,71,0,6,73
2657,2657,7372,74335,187,3,4,0,1,896
2658,2658,2236,64534,64,12,56,3,1,307
2659,2659,8509,26057,74,3,63,0,2,523
2660,2660,4362,11057,65,11,46,0,3,468
2661,2661,7200,21474,66,16,77,0,2,316
2662,2662,9393,39770,117,11,37,0,3,561
2663,2663,3245,46435,82,13,20,0,1,350
2664,2664,4344,27605,63,21,27,0,4,462
2665,2665,7755,59373,110,7,90,0,5,528
2666,2666,6846,93197,95,13,20,0,5,456
2667,2667,3342,63306,91,8,60,0,1,436
2668,2668,18767,53518,111,13,55,0,2,900
2669,2669,2432,28519,61,9,94,0,1,111
2670,2670,16172,64388,68,9,46,0,2,12
2671,2671,2864,83132,109,2,8,4,1,1145
2672,2672,6265,48596,84,23,25,0,4,481
2673,2673,5297,66203,66,15,38,0,8,130
2674,2674,3459,83610,96,6,8,0,1,460
2675,2675,2921,58195,80,10,81,0,1,739
2676,2676,5926,17886,84,19,26,2,4,403
2677,2677,6005,26876,76,17,72,0,8,364
2678,2678,5775,64600,76,20,17,0,6,784
2679,2679,6057,27681,83,13,62,0,9,398
2680,2680,2576,26854,66,31,70,0,1,475
2681,2681,5181,97131,64,14,80,1,6,307
2682,2682,4762,36529,118,6,41,0,1,255
2683,2683,2582,76731,64,2,68,0,1,201
2684,2684,2616,72302,66,6,27,0,1,316
2685,2685,8291,85132,106,0,60,5,3,501
2686,2686,10828,11033,97,27,18,0,2,511
2687,2687,5225,67423,65,24,0,0,9,293
2688,2688,2693,29038,69,14,61,0,1,56
2689,2689,4213,12160,109,5,34,0,1,489
2690,2690,2436,66865,67,16,92,0,1,399
2691,2691,7054,14980,207,32,96,0,1,1490
2692,2692,21123,57264,69,15,9,0,2,496
2693,2693,2695,32720,67,13,12,0,1,321
2694,2694,5674,26225,72,18,25,1,7,320
2695,2695,3837,23051,99,31,86,0,1,475
2696,2696,13755,15340,121,12,47,0,2,686
2697,2697,2758,22158,74,8,92,0,1,355
2698,2698,2772,37038,71,6,97,1,1,9
2699,2699,9048,34430,119,4,8,0,3,571
2700,2700,3508,23629,88,15,81,0,1,633
2701,2701,2619,78618,66,7,56,0,1,225
2702,2702,8581,66466,71,20,35,0,2,293
2703,2703,9114,85942,116,16,36,2,5,79
2704,2704,3301,84001,89,10,83,0,1,427
2705,2705,4786,45515,61,3,33,0,9,236
2706,2706,20957,29737,118,29,45,0,2,566
2707,2707,4874,48895,68,10,36,0,7,609
2708,2708,4931,72259,73,26,47,0,3,525
2709,2709,2989,84988,83,23,11,0,1,398
2710,2710,7457,24638,69,15,73,0,2,678
2711,2711,2633,21861,69,3,11,0,1,348
2712,2712,2242,51837,65,18,48,0,1,85
2713,2713,2464,31056,63,5,46,0,1,302
2714,2714,2553,73935,64,13,29,1,1,72
2715,2715,2864,78376,109,12,8,0,1,1145
2716,2716,5887,62773,73,19,57,0,9,80
2717,2717,7675,89586,63,28,40,1,2,302
2718,2718,3895,35970,98,29,81,0,1,470
2719,2719,5719,54585,71,33,39,1,3,340
2720,2720,7350,68131,108,7,54,0,4,777
2721,2721,23706,82785,96,12,35,1,2,844
2722,2722,2404,45949,62,0,70,0,1,110
2723,2723,5633,90289,71,9,10,1,3,22
2724,2724,6403,28095,82,18,2,0,8,393
2725,2725,2803,23220,74,3,73,0,1,251
2726,2726,5470,54507,138,20,11,0,1,702
2727,2727,6005,13528,86,17,35,0,3,412
2728,2728,5678,45200,76,8,44,0,3,364
2729,2729,7902,89599,106,21,25,0,9,634
2730,2730,7689,44015,73,3,73,0,2,617
2731,2731,7743,96961,64,24,99,0,2,81
2732,2732,4170,29462,107,28,23,1,1,513
2733,2733,10004,64822,89,7,55,0,2,640
2734,2734,3265,25820,82,10,69,0,1,393
2735,2735,3351,29160,87,25,62,0,1,417
2736,2736,4815,80355,62,26,33,1,3,83
2737,2737,27430,49331,138,3,58,0,2,386
2738,2738,6990,22568,88,31,63,0,6,422
2739,2739,10978,92914,136,24,55,0,8,979
2740,2740,9490,74091,137,34,77,0,4,657
2741,2741,6035,29587,76,25,4,0,3,422
2742,2742,7268,24445,63,18,15,0,2,302
2743,2743,16468,77543,63,4,52,0,2,685
2744,2744,5563,35398,71,26,41,0,7,340
2745,2745,5251,41991,67,14,75,0,3,88
2746,2746,7098,15990,70,18,99,0,2,349
2747,2747,3810,38214,108,7,57,0,1,777
2748,2748,2729,66900,68,15,20,0,1,326
2749,2749,5364,53562,135,24,35,0,1,589
2750,2750,8304,71819,122,22,14,2,9,681
2751,2751,11281,86195,139,12,10,0,3,601
2752,2752,4349,75648,108,31,10,0,1,112
2753,2753,8673,43963,110,25,59,0,7,528
2754,2754,2679,84450,68,18,12,0,1,291
2755,2755,16706,63933,70,35,98,0,2,424
2756,2756,9783,40009,136,33,21,0,5,979
2757,2757,2379,65190,67,16,90,0,1,494
2758,2758,5570,85718,139,4,98,1,1,540
2759,2759,4538,82297,116,20,62,3,1,0
2760,2760,10477,45259,138,1,27,0,4,272
2761,2761,5536,52220,70,17,42,1,5,336
2762,2762,3861,93272,95,3,54,0,1,281
2763,2763,5325,34372,73,17,44,0,7,496
2764,2764,36229,22220,105,29,46,0,2,22
2765,2765,2487,22331,64,11,12,0,1,61
2766,2766,2725,36650,69,2,70,1,1,56
2767,2767,29412,70366,107,0,62,0,2,513
2768,2768,12941,52369,110,34,49,1,2,528
2769,2769,2436,22814,65,34,84,0,1,149
2770,2770,7295,34062,91,23,51,0,3,603
2771,2771,4165,51920,116,2,97,0,1,556
2772,2772,13599,22775,184,6,10,0,3,883
2773,2773,7462,70263,93,30,66,0,5,7
2774,2774,13502,57222,112,3,88,1,2,297
2775,2775,31803,25663,114,20,89,0,2,663
2776,2776,7716,37376,99,5,52,1,3,65
2777,2777,2427,24409,62,4,13,0,1,297
2778,2778,3531,26884,89,11,84,0,1,238
2779,2779,5161,48419,70,6,24,0,6,469
2780,2780,8132,36737,102,13,20,0,8,512
2781,2781,9657,38247,131,34,61,0,9,628
2782,2782,7199,63328,89,19,19,0,9,427
2783,2783,5894,39381,74,6,55,1,7,355
2784,2784,3223,36320,91,35,12,1,1,655
2785,2785,9414,20455,84,14,40,2,2,564
2786,2786,2450,61883,62,11,62,0,1,18
2787,2787,5522,85609,136,22,17,0,1,652
2788,2788,17556,36212,73,25,57,0,2,119
2789,2789,8997,54230,112,10,21,0,9,537
2790,2790,4510,84300,111,13,0,0,1,202
2791,2791,16261,41671,136,15,30,0,2,570
2792,2792,6864,96832,85,19,23,0,3,408
2793,2793,2254,27618,65,15,51,0,1,312
2794,2794,18039,14240,63,28,82,0,2,503
2795,2795,17625,77803,63,30,18,0,2,217
2796,2796,3907,21505,109,2,8,0,1,666
2797,2797,8693,17453,118,12,70,1,9,566
2798,2798,3531,94853,98,23,46,0,1,958
2799,2799,2310,78078,64,12,24,0,1,460
2800,2800,18269,17778,127,18,97,0,2,609
2801,2801,2728,40516,70,9,75,0,1,336
2802,2802,7834,36094,99,28,50,1,5,456
2803,2803,2552,35149,64,26,33,0,1,120
2804,2804,3007,34788,80,31,67,0,1,16
2805,2805,5320,32116,132,10,42,0,1,277
2806,2806,19884,63755,62,28,40,0,2,291
2807,2807,3738,27208,102,10,65,0,1,489
2808,2808,3873,28142,105,18,50,0,1,701
2809,2809,24127,14072,71,13,3,0,2,511
2810,2810,8418,63694,115,21,62,0,9,552
2811,2811,8370,77512,104,2,5,0,6,433
2812,2812,2393,98957,70,24,10,0,1,425
2813,2813,8688,59098,110,31,73,0,3,665
2814,2814,3491,61584,104,30,88,0,1,748
2815,2815,8355,49564,105,8,29,0,5,661
2816,2816,34611,20090,109,10,59,0,2,523
2817,2817,3829,19240,99,25,69,0,1,475
2818,2818,7540,52972,68,24,42,0,2,519
2819,2819,7258,88082,61,10,45,1,2,218
2820,2820,3059,42305,88,5,85,0,1,989
2821,2821,5406,27166,71,29,51,0,5,340
2822,2822,16675,57844,85,16,31,1,2,408
2823,2823,5802,97541,72,22,1,0,3,389
2824,2824,18690,19744,68,6,94,0,2,326
2825,2825,5971,52018,78,17,37,3,7,374
2826,2826,5097,14978,74,3,95,0,7,532
2827,2827,23594,76358,66,25,3,0,2,86
2828,2828,2444,83800,62,11,44,0,1,196
2829,2829,6264,38847,89,5,16,0,3,850
2830,2830,4038,36420,110,13,59,1,1,528
